model,n,k,d,phase,mean_social_cost,max_regret,std_social_cost,min_social_cost,max_social_cost,duration,max_memory,metric
RegretNetSystem,5,1,1,train,0.07558630406856537,0.006157920230180025,1.0,0.04339553043246269,0.26020458340644836,10.42271637916565,0.0820478515625,inf
RegretNetSystem,5,1,1,test,0.0722832977771759,0.0008824145770631731,1.0,0.015855630859732628,0.27135521173477173,0.03716135025024414,0.04126171875,0.0722832977771759
RegretNetSystem,5,2,1,train,0.03055627830326557,0.010121955536305904,1.0,0.011050398461520672,0.11995996534824371,9.761743068695068,0.0820673828125,inf
RegretNetSystem,5,2,1,test,0.07040511071681976,0.0017427162965759635,1.0,0.019653331488370895,0.3777755796909332,0.042108774185180664,0.041265625,0.07040511071681976
RegretNetSystem,5,3,1,train,0.029363317415118217,0.007727638352662325,1.0,0.01607581228017807,0.10288701951503754,9.915364742279053,0.0820859375,inf
RegretNetSystem,5,3,1,test,0.05040641129016876,0.0013857779558748007,1.0,0.015841035172343254,0.26725098490715027,0.03375887870788574,0.04126953125,0.05040641129016876
RegretNetSystem,5,4,1,train,0.023105556145310402,0.004654852673411369,1.0,0.011200951412320137,0.08828133344650269,9.268178939819336,0.082109375,inf
RegretNetSystem,5,4,1,test,0.04324797913432121,0.002309598261490464,1.0,0.012967406772077084,0.23044496774673462,0.043007850646972656,0.0412744140625,0.04324797913432121
RegretNetSystem,9,1,1,train,0.08087752014398575,0.004242889583110809,1.0,0.01564287580549717,0.5198000073432922,10.658858299255371,0.1193173828125,inf
RegretNetSystem,9,1,1,test,0.09763871878385544,0.0008305616211146116,1.0,0.018105415627360344,0.6990764141082764,0.03986334800720215,0.061033203125,0.09763871878385544
RegretNetSystem,9,2,1,train,0.038689617067575455,0.0049787419848144054,1.0,0.011853206902742386,0.18192340433597565,16.502852201461792,0.1193515625,inf
RegretNetSystem,9,2,1,test,0.057826410979032516,0.0012313200859352946,1.0,0.012255321256816387,0.4147121012210846,0.10528802871704102,0.061037109375,0.057826410979032516
RegretNetSystem,9,3,1,train,0.026330694556236267,0.0058575826697051525,1.0,0.007356461137533188,0.13037671148777008,11.48074197769165,0.1297451171875,inf
RegretNetSystem,9,3,1,test,0.04126570746302605,0.0016564242541790009,1.0,0.007958951406180859,0.30280768871307373,0.0461115837097168,0.061041015625,0.04126570746302605
RegretNetSystem,9,4,1,train,0.023058902472257614,0.007268359884619713,1.0,0.005896836519241333,0.13127583265304565,14.589309692382812,0.1431142578125,inf
RegretNetSystem,9,4,1,test,0.032838333398103714,0.0013280317652970552,1.0,0.006953777279704809,0.24185553193092346,0.052109718322753906,0.0610458984375,0.032838333398103714
RegretNetSystem,10,1,1,train,0.08101694285869598,0.0036238583270460367,1.0,0.016248315572738647,0.5380898714065552,12.189297199249268,0.1292548828125,inf
RegretNetSystem,10,1,1,test,0.11390608549118042,0.0013641223777085543,1.0,0.019498523324728012,0.8105934858322144,0.05879688262939453,0.066380859375,0.11390608549118042
RegretNetSystem,10,2,1,train,0.0397273525595665,0.006251320708543062,1.0,0.009551126509904861,0.1941460222005844,11.764406681060791,0.1320068359375,inf
RegretNetSystem,10,2,1,test,0.06559988856315613,0.0017255833372473717,1.0,0.011340483091771603,0.473212331533432,0.0622563362121582,0.066384765625,0.06559988856315613
RegretNetSystem,10,3,1,train,0.02971685491502285,0.0074544548988342285,1.0,0.006564309820532799,0.15466643869876862,13.194783449172974,0.14644140625,inf
RegretNetSystem,10,3,1,test,0.049526557326316833,0.0019641064573079348,1.0,0.007944541983306408,0.3703911006450653,0.06198859214782715,0.066388671875,0.049526557326316833
RegretNetSystem,10,4,1,train,0.024540992453694344,0.008738772943615913,1.0,0.004833007697016001,0.13122430443763733,13.280596256256104,0.1598876953125,inf
RegretNetSystem,10,4,1,test,0.03654630109667778,0.0017204586183652282,1.0,0.006580844521522522,0.2665087878704071,0.05399155616760254,0.0663935546875,0.03654630109667778
