model,n,k,d,phase,mean_social_cost,max_regret,std_social_cost,min_social_cost,max_social_cost,duration,max_memory,metric
RegretNetSystem,5,1,1,train,0.049800172448158264,0.005510204937309027,1.0,0.02644985169172287,0.1795005053281784,12.076927423477173,0.0820478515625,inf
RegretNetSystem,5,1,1,test,0.042483046650886536,0.0008656496065668762,1.0,0.01581350527703762,0.16610895097255707,0.041576385498046875,0.04126171875,0.042483046650886536
RegretNetSystem,5,2,1,train,0.027018623426556587,0.0045872037298977375,1.0,0.010678551159799099,0.11351113021373749,10.64368748664856,0.0820673828125,inf
RegretNetSystem,5,2,1,test,0.0717119574546814,0.0022288954351097345,1.0,0.028076831251382828,0.36576685309410095,0.04383969306945801,0.041265625,0.0717119574546814
RegretNetSystem,5,3,1,train,0.02207774482667446,0.007505225948989391,1.0,0.007781350519508123,0.10085073113441467,10.009610176086426,0.0820859375,inf
RegretNetSystem,5,3,1,test,0.027942104265093803,0.0025334516540169716,1.0,0.010082963854074478,0.14666327834129333,0.03632616996765137,0.04126953125,0.027942104265093803
RegretNetSystem,5,4,1,train,0.017973141744732857,0.007309900131076574,1.0,0.006074682343751192,0.0893847718834877,10.278567552566528,0.082109375,inf
RegretNetSystem,5,4,1,test,0.05959490314126015,0.001520476769655943,1.0,0.024366209283471107,0.30600523948669434,0.040235042572021484,0.0412744140625,0.05959490314126015
RegretNetSystem,9,1,1,train,0.06031353026628494,0.01255378220230341,1.0,0.01303737610578537,0.4205499291419983,10.30095887184143,0.1193173828125,inf
RegretNetSystem,9,1,1,test,0.07358689606189728,0.002244509756565094,1.0,0.017997432500123978,0.49357131123542786,0.038416147232055664,0.061033203125,0.07358689606189728
RegretNetSystem,9,2,1,train,0.033907223492860794,0.007580472156405449,1.0,0.007422498427331448,0.21756702661514282,11.10421347618103,0.1193515625,inf
RegretNetSystem,9,2,1,test,0.037270382046699524,0.002137768780812621,1.0,0.007154812105000019,0.2792108952999115,0.042298316955566406,0.061037109375,0.037270382046699524
RegretNetSystem,9,3,1,train,0.024748260155320168,0.005736254621297121,1.0,0.004577013663947582,0.17997203767299652,13.254341125488281,0.1297451171875,inf
RegretNetSystem,9,3,1,test,0.02641012892127037,0.002226929645985365,1.0,0.005199396051466465,0.1939406394958496,0.04987072944641113,0.061041015625,0.02641012892127037
RegretNetSystem,9,4,1,train,0.02264404296875,0.00588817335665226,1.0,0.004140234086662531,0.14760833978652954,12.239317417144775,0.1431142578125,inf
RegretNetSystem,9,4,1,test,0.026164505630731583,0.0020397226326167583,1.0,0.005151707679033279,0.19481036067008972,0.04555082321166992,0.0610458984375,0.026164505630731583
RegretNetSystem,10,1,1,train,0.06499084085226059,0.009633069857954979,1.0,0.014442414976656437,0.38920196890830994,11.271020412445068,0.129255859375,inf
RegretNetSystem,10,1,1,test,0.06478936225175858,0.00209111999720335,1.0,0.01085472758859396,0.4872272312641144,0.04754519462585449,0.066380859375,0.06478936225175858
RegretNetSystem,10,2,1,train,0.03545603156089783,0.009287452325224876,1.0,0.005447783507406712,0.25754907727241516,11.033051252365112,0.1320068359375,inf
RegretNetSystem,10,2,1,test,0.06312793493270874,0.00173824408557266,1.0,0.012529546394944191,0.44084498286247253,0.04249382019042969,0.066384765625,0.06312793493270874
RegretNetSystem,10,3,1,train,0.024609023705124855,0.008541703224182129,1.0,0.004484086763113737,0.16661019623279572,12.069266557693481,0.14644140625,inf
RegretNetSystem,10,3,1,test,0.06239839270710945,0.0023086771834641695,1.0,0.012758850120007992,0.43477198481559753,0.059024810791015625,0.066388671875,0.06239839270710945
RegretNetSystem,10,4,1,train,0.02101609669625759,0.008380272425711155,1.0,0.004152122884988785,0.1522655487060547,14.5739426612854,0.1598837890625,inf
RegretNetSystem,10,4,1,test,0.03129376843571663,0.0026071476750075817,1.0,0.0043297563679516315,0.25666558742523193,0.0505828857421875,0.0663935546875,0.03129376843571663
