Model,n,k,d,MeanSC,StdSC,MinSC,MaxSC,MaxRegret,TrainTime,TestTime,MaxMemoryPerSample
MoulinNetSystem,100,20,2,0.13692684695124627,0.08473442755639553,0.00033872741023515117,0.39794803559780123,nan,143.82427940368652,0.3239039182662964,0.49323056640625007
MoulinNetSystem,100,20,3,0.2949671775102615,0.14708394333720207,0.00012314357441027822,0.7014386087656022,nan,223.5661292552948,0.42251684665679934,0.7393876953125
MoulinNetSystem,200,5,1,0.07184260617941618,0.05328099224716425,0.0,0.20371427163481712,nan,46.46206586360931,0.28373602628707884,0.39271835937500005
MoulinNetSystem,200,5,2,0.2816999599337578,0.15375567376613616,0.013920376589521766,0.7376232981681824,nan,132.5004635810852,0.5047828912734985,0.7848306640625001
MoulinNetSystem,200,5,3,0.48995243310928344,0.2005045861005783,0.04513109652325511,1.0627590835094451,nan,165.10449866056442,0.6333089351654053,1.1789206738281248
MoulinNetSystem,200,10,1,0.06051888782531023,0.05139514021575451,0.0,0.1897761058062315,nan,36.98607801198959,0.2951889276504517,0.4728044921874999
MoulinNetSystem,200,10,2,0.2001277305185795,0.11382333189249039,0.003430087913875468,0.5585690349340439,nan,179.92035450935364,0.5429415106773376,0.9448043945312501
MoulinNetSystem,200,10,3,0.39377993643283843,0.1693294018507004,0.01594840781763196,0.9111880093812943,nan,154.48347635269164,0.6817293643951416,1.4193827748298644
MoulinNetSystem,200,15,1,0.04790622377768159,0.04586267592385411,0.0,0.17253284715116024,nan,54.64177371263504,0.3219916343688965,0.5528259765625001
MoulinNetSystem,200,15,2,0.1615038998425007,0.09334575645625591,0.000436460399578209,0.4630526050925255,nan,177.18145238161088,0.5014890909194947,1.106589697265625
MoulinNetSystem,200,15,3,0.3411403685808182,0.15028754472732545,0.0048596003907732666,0.8075813382863999,nan,226.91461423635482,0.751867926120758,1.659533965587616
MoulinNetSystem,200,20,1,0.046818471513688564,0.04287738064303994,0.0,0.1594313967972994,nan,39.56639487743378,0.33808263540267947,0.6328063476562498
MoulinNetSystem,200,20,2,0.13952417969703673,0.08260667473077773,8.299854125084493e-05,0.4120721220970154,nan,221.49931424856186,0.5325657606124878,1.266551826171875
MoulinNetSystem,200,20,3,0.3062241703271866,0.14007454589009286,0.000289679875550064,0.7381622880697251,nan,257.8710963845253,0.8027154088020325,1.9005396008491515
MoulinNetSystem,500,5,1,0.1896248608827591,0.13178505897521972,0.0,0.47193090468645094,nan,36.07141326665878,0.7226349592208863,2.128606152534485
MoulinNetSystem,500,5,2,0.3456516623497009,0.17945655733346938,0.008646745153237134,0.8585800766944885,nan,351.0100871324539,1.2759975075721741,4.25721242427826
MoulinNetSystem,500,5,3,0.5310891836881637,0.21444630548357962,0.04158928357064724,1.1571026742458344,nan,562.2164305925369,1.79377224445343,6.38255090713501
MoulinNetSystem,500,10,1,0.11371057704091073,0.08370438553392887,0.0,0.29678556844592097,nan,62.32755068540573,0.7808348298072815,2.3290345072746277
MoulinNetSystem,500,10,2,0.28071771934628487,0.1594032295048237,0.00604964888188988,0.7708481580018998,nan,320.7051983237267,1.4024811387062073,4.65806930065155
MoulinNetSystem,500,10,3,nan,nan,nan,nan,nan,inf,inf,6.98469500541687
MoulinNetSystem,500,15,1,0.10267400797456502,0.08837215546518565,0.0,0.31229253038764,nan,76.37766146659851,0.8798369407653809,2.529631733894348
MoulinNetSystem,500,15,2,0.21086913272738456,0.12311434336006641,0.003374366470234236,0.6169409111142159,nan,532.0282571315765,1.5750710010528564,5.059263706207275
MoulinNetSystem,500,15,3,nan,nan,nan,nan,nan,inf,inf,7.585789823532105
MoulinNetSystem,500,20,1,0.07996919099241495,0.06749410070478916,0.0,0.23975400254130363,nan,72.13554770946503,0.8475949883460998,2.730910587310791
MoulinNetSystem,500,20,2,0.19222355857491494,0.11761610247194768,0.003481931478745537,0.5906125649809837,nan,359.248996591568,1.5649394989013672,5.46182165145874
MoulinNetSystem,500,20,3,nan,nan,nan,nan,nan,inf,inf,8.189200115203857
MoulinNetSystem,1000,5,1,0.18924736753106117,0.1302369201555848,0.0,0.46769781559705736,nan,97.4411834359169,1.7389447927474975,8.080596542358398
MoulinNetSystem,1000,5,2,0.41012653410434724,0.20313545912504197,0.009152855724096298,0.9577709376811981,nan,409.3968103766441,3.3209373712539674,16.16119318008423
MoulinNetSystem,1000,10,1,0.13509600535035132,0.11488848812878132,0.0,0.40806223452091217,nan,180.840098464489,1.9166367053985596,8.484774351119995
MoulinNetSystem,1000,15,1,0.10523557141423226,0.08613338079303504,0.0,0.306918665766716,nan,231.09155896902084,2.194817066192627,8.885747575759888
MoulinNetSystem,1000,20,1,nan,nan,nan,nan,nan,inf,inf,9.288552474975585
PercentileRuleSystem,100,5,1,0.04830449819564819,0.03371705487370491,0.0,0.13269008696079254,nan,5.540380954742432,0.21599984169006348,0.0088681640625
PercentileRuleSystem,100,5,2,0.3226865231990814,0.20772939920425415,0.01912245713174343,0.8705875277519226,nan,6.345374822616577,0.20999932289123535,0.01765009765625
PercentileRuleSystem,100,5,3,0.538430392742157,0.22463458776474,0.08743316680192947,1.044878602027893,nan,7.652136564254761,0.2560150623321533,0.025431640625
PercentileRuleSystem,100,10,1,0.025153305381536484,0.0212734155356884,0.0,0.08595805615186691,nan,8.850536584854126,0.18000054359436035,0.0129634765625
PercentileRuleSystem,100,10,2,0.30546969175338745,0.21287666261196136,0.011422919109463692,0.8596657514572144,nan,10.30930495262146,0.20634102821350098,0.02502333984375
PercentileRuleSystem,100,10,3,0.5133944153785706,0.2253742665052414,0.06789463758468628,1.0033423900604248,nan,13.159626960754395,0.2686457633972168,0.03732099609375
PercentileRuleSystem,100,15,1,0.01633504591882229,0.01510519441217184,0.0,0.065269835293293,nan,9.838242769241333,0.15191030502319336,0.01631796875
PercentileRuleSystem,100,15,2,0.29936590790748596,0.2135007083415985,0.00852546188980341,0.855091392993927,nan,13.607931137084961,0.2065749168395996,0.03289375
PercentileRuleSystem,100,15,3,0.5057238340377808,0.22551533579826355,0.06050534546375275,0.9895690679550171,nan,17.89380931854248,0.2641441822052002,0.0486544921875
PercentileRuleSystem,100,20,1,0.012186595238745213,0.012438463978469372,0.0,0.053442541509866714,nan,14.674946308135986,0.15403962135314941,0.02022802734375
PercentileRuleSystem,100,20,2,0.2953431308269501,0.21441633999347687,0.006446795538067818,0.8520795106887817,nan,19.899234771728516,0.23299884796142578,0.04032578125
PercentileRuleSystem,100,20,3,0.5003163814544678,0.22546371817588806,0.05497471243143082,0.9836064577102661,nan,25.014159679412842,0.2802462577819824,0.06019697265625
PercentileRuleSystem,200,5,1,0.049533549696207047,0.03202064335346222,0.0,0.12729547917842865,nan,7.5180675983428955,0.2041471004486084,0.0176310546875
PercentileRuleSystem,200,5,2,0.33022505044937134,0.21208696067333221,0.015167919918894768,0.9087949991226196,nan,10.627881288528442,0.3320493698120117,0.033841796875
PercentileRuleSystem,200,5,3,0.5437077879905701,0.22370867431163788,0.07331110537052155,1.0721708536148071,nan,13.88252067565918,0.42853212356567383,0.05118740234375
PercentileRuleSystem,200,10,1,0.02556421235203743,0.018423957750201225,0.0,0.0758160650730133,nan,13.53430962562561,0.20677876472473145,0.02498515625
PercentileRuleSystem,200,10,2,0.3157840371131897,0.21789924800395966,0.009547505527734756,0.9009342789649963,nan,19.309311628341675,0.3362114429473877,0.0492150390625
PercentileRuleSystem,200,10,3,0.521034836769104,0.22444038093090057,0.0578489676117897,1.0279557704925537,nan,25.41078019142151,0.46025776863098145,0.073897265625
PercentileRuleSystem,200,15,1,0.017560236155986786,0.013976345770061016,0.0,0.060575950890779495,nan,17.093644380569458,0.22152423858642578,0.0328365234375
PercentileRuleSystem,200,15,2,0.3105841875076294,0.21956762671470642,0.007170391734689474,0.8979253768920898,nan,25.84896993637085,0.33678126335144043,0.06458818359375
PercentileRuleSystem,200,15,3,0.5127089619636536,0.22458159923553467,0.05108237266540527,1.0042462348937988,nan,34.464088916778564,0.46381282806396484,0.09694326171875
PercentileRuleSystem,200,20,1,0.013305528089404106,0.011254191398620605,0.0,0.04853403940796852,nan,25.89450240135193,0.21603083610534668,0.04024951171875
PercentileRuleSystem,200,20,2,0.30786293745040894,0.2198946326971054,0.005871814675629139,0.8963152170181274,nan,37.5653920173645,0.3434946537017822,0.07996142578125
PercentileRuleSystem,200,20,3,0.5079006552696228,0.2247796356678009,0.04632756859064102,1.0013231039047241,nan,48.9644238948822,0.46048688888549805,0.1198294921875
PercentileRuleSystem,500,5,1,0.05067489668726921,0.03153244033455849,0.0,0.12285579741001129,nan,17.05655264854431,0.38800597190856934,0.04262734375
PercentileRuleSystem,500,5,2,0.3363684117794037,0.21578896045684814,0.01049768179655075,0.9436939358711243,nan,25.31181025505066,0.6806418895721436,0.08479775390625
PercentileRuleSystem,500,5,3,0.5458275675773621,0.22247539460659027,0.05654420331120491,1.0733850002288818,nan,32.70421504974365,0.930426836013794,0.12675361328125
PercentileRuleSystem,500,10,1,0.026661328971385956,0.018480638042092323,0.0,0.084729865193367,nan,31.952596187591553,0.38983678817749023,0.06192265625
PercentileRuleSystem,500,10,2,0.3242059350013733,0.22249872982501984,0.007015074137598276,0.9380693435668945,nan,47.090455293655396,0.6827273368835449,0.12280615234375
PercentileRuleSystem,500,10,3,0.5231894254684448,0.22357767820358276,0.04458867758512497,1.0372990369796753,nan,61.120036363601685,0.9799134731292725,0.183728125
PercentileRuleSystem,500,15,1,0.018217718228697777,0.0130465654656291,0.0,0.05799928680062294,nan,41.15817141532898,0.38468384742736816,0.08121796875
PercentileRuleSystem,500,15,2,0.32035723328590393,0.22439004480838776,0.005459934007376432,0.9361628890037537,nan,62.93430733680725,0.7026419639587402,0.161067578125
PercentileRuleSystem,500,15,3,0.5161910653114319,0.22401496767997742,0.03867838531732559,1.014952540397644,nan,84.44976019859314,1.0009469985961914,0.24142060546875
PercentileRuleSystem,500,20,1,0.014407721348106861,0.011368571780622005,0.0,0.051226258277893066,nan,63.92012143135071,0.4096035957336426,0.10000732421875
PercentileRuleSystem,500,20,2,0.31830474734306335,0.22529388964176178,0.004443761892616749,0.9344994425773621,nan,92.43065214157104,0.6943588256835938,0.199541015625
PercentileRuleSystem,500,20,3,0.5119168162345886,0.22400304675102234,0.03596412017941475,1.0111634731292725,nan,120.7577555179596,0.999781608581543,0.2984849609375
PercentileRuleSystem,1000,5,1,0.0500820092856884,0.02985222078859806,0.0,0.11580631136894226,nan,33.09757208824158,0.6835956573486328,0.0847787109375
PercentileRuleSystem,1000,5,2,0.3394472599029541,0.21781431138515472,0.007925267331302166,0.9601633548736572,nan,48.942803144454956,1.2162353992462158,0.1679708984375
PercentileRuleSystem,1000,10,1,0.02609529346227646,0.017175830900669098,0.0,0.07651159912347794,nan,62.9496169090271,0.6887717247009277,0.12276796875
PercentileRuleSystem,1000,10,2,0.32797443866729736,0.22543178498744965,0.005310317035764456,0.9561278223991394,nan,91.90044474601746,1.3064026832580566,0.24459140625
PercentileRuleSystem,1000,15,1,0.0187136959284544,0.013308512978255749,0.0,0.05769560486078262,nan,81.13798427581787,0.6939988136291504,0.1610103515625
PercentileRuleSystem,1000,20,1,0.01494187954813242,0.010784347541630268,0.0,0.046874117106199265,nan,126.69545388221741,0.6946020126342773,0.19946474609375
