Model,n,k,d,MeanSC,StdSC,MinSC,MaxSC,MaxRegret,TrainTime,TestTime,MaxMemoryPerSample
FFNetSystem,100,5,1,0.06781883258372545,0.03945541847497225,0.0013295053591718896,0.1451587062329054,nan,18.08706588745117,0.19751319885253907,0.01093291015625
FFNetSystem,100,5,2,0.2766026705503464,0.1398164965212345,0.029517011158168314,0.6649903237819672,nan,70.37239767313004,0.2511605143547058,0.019924511718749996
FFNetSystem,100,5,3,0.5539389342069626,0.21987622156739234,0.10665028095245362,1.0380839943885802,nan,33.12980560064316,0.28979756832122805,0.027804785156249994
FFNetSystem,100,10,1,0.038184662070125344,0.022504506353288888,0.0007431744161294773,0.08660410642623902,nan,23.019505560398102,0.1994916558265686,0.01893369140625
FFNetSystem,100,10,2,0.21894559934735297,0.11771293058991432,0.021822437457740308,0.5554558336734772,nan,99.0076461672783,0.24261242151260376,0.03290605468749999
FFNetSystem,100,10,3,0.5275869101285935,0.22007052451372147,0.08983809314668179,1.002750316262245,nan,43.202842223644254,0.3002514958381653,0.04753193359374999
FFNetSystem,100,15,1,0.027912048622965813,0.01673928527161479,0.0005404418101534247,0.06751043405383825,nan,29.369740152359007,0.1907934546470642,0.02582236328125
FFNetSystem,100,15,2,0.19661413058638572,0.10928015857934952,0.018878172151744366,0.5143712520599365,nan,115.88039654493332,0.24345269203186035,0.04654033203124999
FFNetSystem,100,15,3,0.48159680515527725,0.2057002805173397,0.08172844499349594,0.9585561752319336,nan,90.29160290956497,0.30534722805023196,0.06605439453124999
FFNetSystem,100,20,1,0.02393943425267935,0.014496375294402241,0.0004619409068254754,0.05974714923650026,nan,23.763722002506256,0.18914488554000855,0.033452441406250005
FFNetSystem,100,20,2,0.19148985147476197,0.10943780764937401,0.017662295093759894,0.5070227771997452,nan,111.23880189657211,0.23920031785964965,0.05942480468750002
FFNetSystem,100,20,3,0.47911521792411804,0.20680420249700546,0.07873225919902324,0.9563636094331741,nan,81.42247443199157,0.2988544344902039,0.08502705078125002
FFNetSystem,200,5,1,0.061791382171213625,0.03596054557710886,0.000613327493192628,0.13354869075119497,nan,16.780811071395874,0.24785423278808594,0.021419042968750003
FFNetSystem,200,5,2,0.281468266248703,0.14458203613758086,0.021083981078118087,0.7047358900308609,nan,115.69168920516968,0.3662074446678162,0.03730966796875
FFNetSystem,200,5,3,0.556528064608574,0.22071172147989274,0.0858775869011879,1.0674204766750335,nan,25.11376711130142,0.4848689079284668,0.0546767578125
FFNetSystem,200,10,1,0.0377205116674304,0.02223118143156171,0.0003707272015162744,0.08699314817786216,nan,18.225732302665712,0.2465070128440857,0.035937402343749994
FFNetSystem,200,10,2,0.22443527579307557,0.12451171986758709,0.015393295418471098,0.5997248858213424,nan,130.4316392183304,0.3698758721351624,0.06382802734374998
FFNetSystem,200,10,3,0.5290656328201294,0.2210106521844864,0.0722778368741274,1.0252555072307588,nan,29.264058887958527,0.48261834383010865,0.09217148437500003
FFNetSystem,200,15,1,0.030956417508423328,0.018422015570104124,0.00030298959172796457,0.07438655346632003,nan,21.51583230495453,0.2468450427055359,0.051820214843750004
FFNetSystem,200,15,2,0.21877750754356384,0.12500527314841747,0.014492801995947957,0.5956116512417793,nan,102.97288995981216,0.3535276174545288,0.09068720703124997
FFNetSystem,200,15,3,0.5169948384165763,0.21992015242576599,0.06487138587981463,1.0052574396133422,nan,32.83344982862472,0.47678360939025877,0.13067792968749997
FFNetSystem,200,20,1,0.024402481876313685,0.014649787312373519,0.00023852544763940385,0.061046491377055645,nan,18.258344399929047,0.2482256293296814,0.06645615234374999
FFNetSystem,200,20,2,0.18206019476056098,0.10531043037772178,0.011865854915231466,0.5113332226872445,nan,129.35880196094513,0.35863686800003053,0.11723496093750001
FFNetSystem,200,20,3,0.5096817880868911,0.21796852424740792,0.06376090906560421,1.0015475809574128,nan,48.069241893291476,0.48373732566833494,0.16846660156249998
FFNetSystem,500,5,1,0.06258801892399787,0.03630167795345187,0.00024924158933572473,0.13320971764624118,nan,21.559479928016664,0.4322599291801453,0.050600195312500006
FFNetSystem,500,5,2,0.28796160966157913,0.14690591394901276,0.013794169528409839,0.7387796103954315,nan,148.4150143146515,0.7086984276771545,0.09170292968750002
FFNetSystem,500,5,3,0.5570528626441955,0.2212892599403858,0.0632935581728816,1.0979574263095855,nan,32.53881561756134,1.0282339453697205,0.132435546875
FFNetSystem,500,10,1,0.03971601715311408,0.023170070629566906,0.00015754724154248834,0.0883683454245329,nan,18.10194150209427,0.4204594254493713,0.08900097656249999
FFNetSystem,500,10,2,0.2372386559844017,0.13169261291623116,0.010412109177559614,0.6560208529233933,nan,161.67655130624772,0.7238910794258118,0.15814462890624997
FFNetSystem,500,10,3,0.5446083396673203,0.22217102497816085,0.057164899073541164,1.0712641477584839,nan,33.846147167682645,1.0142399549484253,0.2272978515625
FFNetSystem,500,15,1,0.03085091020911932,0.0181038040202111,0.0001215763852087548,0.0708139818161726,nan,20.460838627815246,0.4132261276245117,0.12740136718749998
FFNetSystem,500,15,2,0.22317913249135019,0.13163159787654877,0.008986783004365862,0.6338390946388245,nan,172.61288208961486,0.7165513515472413,0.224965625
FFNetSystem,500,15,3,0.5326806128025054,0.22250775322318078,0.05240476634353399,1.048644733428955,nan,38.43118141889572,1.0240875720977782,0.32323671874999993
FFNetSystem,500,20,1,0.03217869959771633,0.018901289580389856,0.000127773671556497,0.07447379790246486,nan,23.977165722846983,0.4409656286239624,0.16479003906249998
FFNetSystem,500,20,2,0.20198593586683272,0.12057161889970303,0.008049247646704316,0.5870904818177223,nan,181.73656618595123,0.731373381614685,0.29185185546875003
FFNetSystem,500,20,3,0.524475371837616,0.22279935777187349,0.0476023580878973,1.0299715459346772,nan,42.42011674642563,1.0382210612297058,0.4179072265625
FFNetSystem,1000,5,1,0.06984268724918366,0.04042489985004068,0.00013921169920649845,0.14611005410552025,nan,24.508018708229066,0.7336341619491578,0.1007537109375
FFNetSystem,1000,5,2,0.3029822140932083,0.1627449721097946,0.009782951418310403,0.7996680468320847,nan,205.48836609125138,1.3912310004234314,0.18078115234375003
FFNetSystem,1000,10,1,0.043120146915316585,0.02502594916149974,8.592594695073785e-05,0.09303365405648947,nan,26.8415305018425,0.7200122237205505,0.17654238281249998
FFNetSystem,1000,15,1,0.03468643557280302,0.020173793332651256,6.890444237797055e-05,0.07649280484765768,nan,29.899533116817473,0.7282256364822388,0.2528369140624999
FFNetSystem,1000,20,1,0.03428822495043278,0.020103093376383184,6.810896356910235e-05,0.07774637192487717,nan,28.588516438007353,0.7361439228057861,0.32955566406250003
MoulinNetSystem,100,5,1,0.05167241133749485,0.0354005066677928,1.5932442729571505e-07,0.13677491061389446,nan,46.38104751110077,0.1927446484565735,0.12005966796875
MoulinNetSystem,100,5,2,0.27002468705177307,0.14921942949295045,0.015874711237847804,0.6919045805931091,nan,68.02327108383179,0.2528606653213501,0.24030605468750005
MoulinNetSystem,100,5,3,0.4824880510568619,0.20110035091638565,0.05299307685345411,1.015458619594574,nan,91.87668639421463,0.31100491285324094,0.35983964843750005
MoulinNetSystem,100,10,1,0.03340371353551745,0.02846512421965599,0.0,0.11291788630187512,nan,38.52532013654709,0.2209557056427002,0.1601953125
MoulinNetSystem,100,10,2,0.19617796316742897,0.11287521123886109,0.0069933622144162655,0.5294866681098938,nan,86.8500725030899,0.2626600980758667,0.3203785156250001
MoulinNetSystem,100,10,3,0.38756506741046903,0.17164171859622002,0.02717145832721144,0.8658793985843658,nan,114.13438676595688,0.34947686195373534,0.47981318359375
MoulinNetSystem,100,15,1,0.030777329113334417,0.02954579833894968,0.0,0.11296750903129578,nan,35.570174837112425,0.20194653272628785,0.20030205078125
MoulinNetSystem,100,15,2,0.15935768857598304,0.0956145640462637,0.0012403974069457036,0.44849234968423846,nan,106.67050639390945,0.28589755296707153,0.400386328125
MoulinNetSystem,100,15,3,0.3330006286501884,0.15585784018039703,0.002749945345567539,0.7691689103841781,nan,136.87974944114686,0.38399704694747927,0.5999359375
MoulinNetSystem,100,20,1,0.027813607826828957,0.02891052085906267,0.0,0.11150712482631206,nan,38.23133336305618,0.20315744876861572,0.2469162109375
