model,n,k,d,phase,mean_social_cost,max_regret,std_social_cost,min_social_cost,max_social_cost,duration,max_memory,metric
MoulinNetSystem,5,1,1,train,0.200977087,nan,1,0,0.463238239,68.11395574,0.339658203,0.200977087
MoulinNetSystem,5,1,1,test,0.200454921,nan,1,0.000302775,0.458730787,0.056452274,0.176904297,0.200454921
NonSPRuleSystem,5,2,1,train,0.071386643,nan,1,0,0.204578191,0.723022938,0.169394531,0.071386643
NonSPRuleSystem,5,2,1,test,0.070980735,nan,1,0,0.202872321,0.042775154,0.16921875,0.070980735
PercentileRuleSystem,5,2,1,train,0.083713874,nan,1,0,0.2426797,0.144741297,0.169140625,0.083713874
PercentileRuleSystem,5,2,1,test,0.083989084,nan,1,0,0.242845491,0.034056425,0.006474609,0.083989084
DictatorRuleSystem,5,2,1,train,0.124907739,nan,1,0,0.346884042,0.14440608,0.169179688,0.124907739
DictatorRuleSystem,5,2,1,test,0.125894442,nan,1,0,0.346317559,0.029533386,0.006513672,0.125894442
ConstantRuleSystem,5,2,1,train,0.125526592,nan,1,0.042348225,0.213156417,0.098783731,0.169013672,0.125526592
ConstantRuleSystem,5,2,1,test,0.12707825,nan,1,0.040823113,0.217516646,0.031680584,0.006396484,0.12707825
MoulinNetSystem,5,2,1,train,0.102271736,nan,1,0,0.29764992,69.17539597,0.3465625,0.102271736
MoulinNetSystem,5,2,1,test,0.103714511,nan,1,0,0.303557247,0.057333946,0.183613281,0.103714511
NonSPRuleSystem,5,3,1,train,0.028123716,nan,1,0,0.098105162,0.705653906,0.169892578,0.028123716
NonSPRuleSystem,5,3,1,test,0.027977411,nan,1,0,0.097297758,0.040694237,0.169716797,0.027977411
PercentileRuleSystem,5,3,1,train,0.033433016,nan,1,0,0.124651663,0.150212049,0.169560547,0.033433016
PercentileRuleSystem,5,3,1,test,0.033276483,nan,1,0,0.123793118,0.028586864,0.006894531,0.033276483
DictatorRuleSystem,5,3,1,train,0.058278512,nan,1,0,0.208665565,0.131564856,0.169599609,0.058278512
DictatorRuleSystem,5,3,1,test,0.060377743,nan,1,0,0.217417613,0.037154675,0.006933594,0.060377743
ConstantRuleSystem,5,3,1,train,0.08846131,nan,1,0.027445231,0.159871846,0.122871876,0.169375,0.08846131
ConstantRuleSystem,5,3,1,test,0.090197355,nan,1,0.027855054,0.161476359,0.03515625,0.006757813,0.090197355
MoulinNetSystem,5,3,1,train,0.039165612,nan,1,0,0.138762161,67.18306279,0.353417969,0.039165612
MoulinNetSystem,5,3,1,test,0.040272325,nan,1,0,0.142226979,0.069734097,0.190644531,0.040272325
NonSPRuleSystem,5,4,1,train,0.008502684,nan,1,0,0.042513426,0.384442806,0.170878906,0.008502684
NonSPRuleSystem,5,4,1,test,0.008517859,nan,1,0,0.042589296,0.039549828,0.170703125,0.008517859
PercentileRuleSystem,5,4,1,train,0.016156087,nan,1,0,0.080780432,0.14035821,0.17046875,0.016156087
PercentileRuleSystem,5,4,1,test,0.016793627,nan,1,0,0.08396814,0.031379223,0.007802734,0.016793627
DictatorRuleSystem,5,4,1,train,0.022472901,nan,1,0,0.112364508,0.144472599,0.170507813,0.022472901
DictatorRuleSystem,5,4,1,test,0.023238551,nan,1,0,0.116192758,0.033772945,0.007841797,0.023238551
ConstantRuleSystem,5,4,1,train,0.064170592,nan,1,0.020774314,0.113255695,0.160206795,0.170253906,0.064170592
ConstantRuleSystem,5,4,1,test,0.065523125,nan,1,0.020295238,0.115882978,0.033069134,0.007636719,0.065523125
MoulinNetSystem,5,4,1,train,0.016011585,nan,1,0,0.079995252,63.20867705,0.360361328,0.016011585
MoulinNetSystem,5,4,1,test,0.016887728,nan,1,0,0.084328696,0.053249359,0.197353516,0.016887728
